ticket_id,description,creation_date
JIRA-0091,Besoin d'obtenir les droits administrateur sur l'application de tarification pour valider les devis.,2025-08-13 11:22:18
JIRA-0186,Le scanner du service courrier ne numérise plus les documents. Voyant rouge allumé.,2025-08-13 11:22:18
JIRA-0305,Le scanner du service courrier ne numérise plus les documents. Voyant rouge allumé.,2025-08-13 11:22:18
JIRA-0365,L'option recto-verso n'apparaît plus dans les paramètres d'impression.,2025-08-13 11:22:18
JIRA-0407,Mon écran Dell présente des scintillements constants. Cela devient difficile de travailler.,2025-08-13 11:22:18
JIRA-0429,La souris Bluetooth se déconnecte régulièrement. Nécessite un redémarrage du PC.,2025-08-13 11:22:18
JIRA-0022,Impossible d'accéder à l'intranet de l'entreprise. Page blanche lors du chargement.,2025-08-14 11:22:18
JIRA-0046,Mon poste téléphonique ne fonctionne plus. Pas de tonalité et impossible de passer/recevoir des appels.,2025-08-14 11:22:18
JIRA-0106,Le scanner du service courrier ne numérise plus les documents. Voyant rouge allumé.,2025-08-14 11:22:18
JIRA-0270,La souris Bluetooth se déconnecte régulièrement. Nécessite un redémarrage du PC.,2025-08-14 11:22:18
JIRA-0492,Mon badge ne fonctionne plus pour accéder au bâtiment. Refusé à tous les lecteurs.,2025-08-15 11:22:18
JIRA-0457,L'application CRM se fige régulièrement et nécessite un redémarrage forcé.,2025-08-16 11:22:18
JIRA-0117,Teams indique 'Hors ligne' en permanence alors que j'ai une connexion internet.,2025-08-17 11:22:18
JIRA-0332,Le lecteur Z: (serveur FILESERVER01) n'est plus accessible. Message 'Chemin réseau introuvable'.,2025-08-17 11:22:18
JIRA-0113,Mon PC met plus de 10 minutes à démarrer complètement. Performances dégradées.,2025-08-18 11:22:18
JIRA-0122,Mon mot de passe Active Directory a expiré et je n'arrive pas à le réinitialiser via le portail self-service.,2025-08-18 11:22:18
JIRA-0085,Impossible d'envoyer des emails avec des pièces jointes supérieures à 5 Mo. Message d'erreur systématique.,2025-08-19 11:22:18
JIRA-0177,Impossible d'accéder à l'intranet de l'entreprise. Page blanche lors du chargement.,2025-08-19 11:22:18
JIRA-0169,L'application mobile de gestion des sinistres se ferme automatiquement au démarrage.,2025-08-21 11:22:18
JIRA-0184,L'application CRM se fige régulièrement et nécessite un redémarrage forcé.,2025-08-21 11:22:18
JIRA-0227,Le disque dur USB de sauvegarde n'est plus détecté par Windows.,2025-08-21 11:22:18
JIRA-0482,Message 'Vous n'avez pas les autorisations nécessaires' lors de l'accès au dossier \\COMPTA\Factures.,2025-08-21 11:22:18
JIRA-0099,Besoin d'installer Adobe Acrobat Pro pour la signature électronique des contrats.,2025-08-22 11:22:18
JIRA-0344,Excel se ferme automatiquement toutes les heures avec un message d'erreur. Perte de données non sauvegardées.,2025-08-22 11:22:18
JIRA-0228,Impossible de sauvegarder mes documents sur le serveur. Message 'Espace disque insuffisant'.,2025-08-23 11:22:18
JIRA-0458,L'option recto-verso n'apparaît plus dans les paramètres d'impression.,2025-08-23 11:22:18
JIRA-0109,Message 'Vous n'avez pas les autorisations nécessaires' lors de l'accès au dossier \\COMPTA\Factures.,2025-08-24 11:22:18
JIRA-0213,Impossible de se connecter au WiFi d'entreprise. Le réseau est visible mais l'authentification échoue.,2025-08-24 11:22:18
JIRA-0374,Mon écran Dell présente des scintillements constants. Cela devient difficile de travailler.,2025-08-24 11:22:18
JIRA-0062,Besoin d'obtenir les droits administrateur sur l'application de tarification pour valider les devis.,2025-08-25 11:22:18
JIRA-0131,L'option recto-verso n'apparaît plus dans les paramètres d'impression.,2025-08-25 11:22:18
JIRA-0384,Collaborateur parti. Besoin de désactiver son compte et transférer ses données.,2025-08-25 11:22:18
JIRA-0070,Mon poste téléphonique ne fonctionne plus. Pas de tonalité et impossible de passer/recevoir des appels.,2025-08-26 11:22:18
JIRA-0179,Suspicion de compromission du compte email. Demande de réinitialisation immédiate.,2025-08-26 11:22:18
JIRA-0279,Mon écran Dell présente des scintillements constants. Cela devient difficile de travailler.,2025-08-26 11:22:18
JIRA-0448,Impossible de sauvegarder mes documents sur le serveur. Message 'Espace disque insuffisant'.,2025-08-26 11:22:18
JIRA-0385,Collaborateur parti. Besoin de désactiver son compte et transférer ses données.,2025-08-27 11:22:18
JIRA-0486,Besoin d'installer Adobe Acrobat Pro pour la signature électronique des contrats.,2025-08-27 11:22:18
JIRA-0155,Collaborateur parti. Besoin de désactiver son compte et transférer ses données.,2025-08-28 11:22:18
JIRA-0183,Impossible de partager mon écran lors des réunions. Option grisée dans Teams.,2025-08-28 11:22:18
JIRA-0473,Le client VPN affiche une erreur 'Authentification échouée' alors que mes identifiants sont corrects.,2025-08-28 11:22:18
JIRA-0479,L'application mobile de gestion des sinistres se ferme automatiquement au démarrage.,2025-08-28 11:22:18
JIRA-0093,Impossible de sauvegarder mes documents sur le serveur. Message 'Espace disque insuffisant'.,2025-08-29 11:22:18
JIRA-0194,Mon écran Dell présente des scintillements constants. Cela devient difficile de travailler.,2025-08-29 11:22:18
JIRA-0313,Mon écran Dell présente des scintillements constants. Cela devient difficile de travailler.,2025-08-29 11:22:18
JIRA-0043,L'application mobile de gestion des sinistres se ferme automatiquement au démarrage.,2025-08-31 11:22:18
JIRA-0273,Le disque dur USB de sauvegarde n'est plus détecté par Windows.,2025-08-31 11:22:18
JIRA-0302,Mon badge ne fonctionne plus pour accéder au bâtiment. Refusé à tous les lecteurs.,2025-08-31 11:22:18
JIRA-0493,Teams indique 'Hors ligne' en permanence alors que j'ai une connexion internet.,2025-08-31 11:22:18
JIRA-0496,Impossible de sauvegarder mes documents sur le serveur. Message 'Espace disque insuffisant'.,2025-08-31 11:22:18
JIRA-0114,Changement de bureau. Besoin de transférer mon numéro de poste vers le bureau 3.12.,2025-09-01 11:22:18
JIRA-0220,OneDrive indique 'Synchronisation en attente' depuis 48h. Les fichiers ne se synchronisent plus.,2025-09-01 11:22:18
JIRA-0391,Ma webcam n'est pas détectée par Teams. Impossible de participer aux réunions vidéo.,2025-09-01 11:22:18
JIRA-0009,Le client VPN affiche une erreur 'Authentification échouée' alors que mes identifiants sont corrects.,2025-09-02 11:22:18
JIRA-0125,Impossible de recevoir mes emails professionnels sur mon iPhone. La synchronisation ne fonctionne plus depuis ce matin.,2025-09-02 11:22:18
JIRA-0171,Collaborateur parti. Besoin de désactiver son compte et transférer ses données.,2025-09-03 11:22:18
JIRA-0214,Impossible d'envoyer des emails avec des pièces jointes supérieures à 5 Mo. Message d'erreur systématique.,2025-09-03 11:22:18
JIRA-0246,Mon badge ne fonctionne plus pour accéder au bâtiment. Refusé à tous les lecteurs.,2025-09-03 11:22:18
JIRA-0271,Besoin d'obtenir les droits administrateur sur l'application de tarification pour valider les devis.,2025-09-03 11:22:18
JIRA-0218,OneDrive indique 'Synchronisation en attente' depuis 48h. Les fichiers ne se synchronisent plus.,2025-09-04 11:22:18
JIRA-0434,Adobe Reader affiche 'Le fichier est endommagé' pour tous les PDFs reçus aujourd'hui.,2025-09-04 11:22:18
JIRA-0338,Impossible de sauvegarder mes documents sur le serveur. Message 'Espace disque insuffisant'.,2025-09-05 11:22:18
JIRA-0345,Message d'erreur 'DLL manquante' au lancement de l'outil de calcul des primes.,2025-09-05 11:22:18
JIRA-0016,Excel se ferme automatiquement toutes les heures avec un message d'erreur. Perte de données non sauvegardées.,2025-09-06 11:22:18
JIRA-0026,Mon poste téléphonique ne fonctionne plus. Pas de tonalité et impossible de passer/recevoir des appels.,2025-09-06 11:22:18
JIRA-0038,Impossible d'accéder à l'intranet de l'entreprise. Page blanche lors du chargement.,2025-09-06 11:22:18
JIRA-0096,Besoin d'obtenir les droits administrateur sur l'application de tarification pour valider les devis.,2025-09-07 11:22:18
JIRA-0432,Suspicion de compromission du compte email. Demande de réinitialisation immédiate.,2025-09-07 11:22:18
JIRA-0029,L'option recto-verso n'apparaît plus dans les paramètres d'impression.,2025-09-08 11:22:18
JIRA-0357,Mon poste téléphonique ne fonctionne plus. Pas de tonalité et impossible de passer/recevoir des appels.,2025-09-08 11:22:18
JIRA-0410,Mon écran Dell présente des scintillements constants. Cela devient difficile de travailler.,2025-09-08 11:22:18
JIRA-0077,Mon badge ne fonctionne plus pour accéder au bâtiment. Refusé à tous les lecteurs.,2025-09-10 11:22:18
JIRA-0164,Besoin d'installer Adobe Acrobat Pro pour la signature électronique des contrats.,2025-09-10 11:22:18
JIRA-0445,Les participants n'entendent pas ma voix lors des appels Teams. Le micro semble ne pas fonctionner.,2025-09-10 11:22:18
JIRA-0453,Mon poste téléphonique ne fonctionne plus. Pas de tonalité et impossible de passer/recevoir des appels.,2025-09-10 11:22:18
JIRA-0025,Mon poste téléphonique ne fonctionne plus. Pas de tonalité et impossible de passer/recevoir des appels.,2025-09-11 11:22:18
JIRA-0072,Impossible d'envoyer des emails avec des pièces jointes supérieures à 5 Mo. Message d'erreur systématique.,2025-09-11 11:22:18
JIRA-0205,Message d'erreur 'Accès refusé' lors de la tentative de connexion à SINISTRA. Besoin d'un accès urgent.,2025-09-11 11:22:18
JIRA-0276,Suspicion de compromission du compte email. Demande de réinitialisation immédiate.,2025-09-11 11:22:18
JIRA-0284,L'application CRM se fige régulièrement et nécessite un redémarrage forcé.,2025-09-11 11:22:18
JIRA-0415,Suspicion de compromission du compte email. Demande de réinitialisation immédiate.,2025-09-11 11:22:18
JIRA-0030,Message 'Vous n'avez pas les autorisations nécessaires' lors de l'accès au dossier \\COMPTA\Factures.,2025-09-12 11:22:18
JIRA-0360,Suspicion de compromission du compte email. Demande de réinitialisation immédiate.,2025-09-12 11:22:18
JIRA-0124,La souris Bluetooth se déconnecte régulièrement. Nécessite un redémarrage du PC.,2025-09-14 11:22:18
JIRA-0226,Le client VPN affiche une erreur 'Authentification échouée' alors que mes identifiants sont corrects.,2025-09-14 11:22:18
JIRA-0237,Ma signature électronique a expiré. Besoin de renouveler le certificat.,2025-09-14 11:22:18
JIRA-0472,Les accents et caractères spéciaux s'affichent mal dans certaines applications.,2025-09-14 11:22:18
JIRA-0274,Besoin d'une licence Microsoft Office pour le nouveau stagiaire du service comptabilité.,2025-09-15 11:22:18
JIRA-0021,Mon mot de passe Active Directory a expiré et je n'arrive pas à le réinitialiser via le portail self-service.,2025-09-16 11:22:18
JIRA-0121,L'option recto-verso n'apparaît plus dans les paramètres d'impression.,2025-09-16 11:22:18
JIRA-0416,Impossible d'envoyer des emails avec des pièces jointes supérieures à 5 Mo. Message d'erreur systématique.,2025-09-16 11:22:18
JIRA-0311,Besoin d'installer Adobe Acrobat Pro pour la signature électronique des contrats.,2025-09-17 11:22:18
JIRA-0023,Le disque dur USB de sauvegarde n'est plus détecté par Windows.,2025-09-18 11:22:18
JIRA-0212,Les accents et caractères spéciaux s'affichent mal dans certaines applications.,2025-09-18 11:22:18
JIRA-0317,L'option recto-verso n'apparaît plus dans les paramètres d'impression.,2025-09-18 11:22:18
JIRA-0368,Besoin d'installer Adobe Acrobat Pro pour la signature électronique des contrats.,2025-09-18 11:22:18
JIRA-0308,Adobe Reader affiche 'Le fichier est endommagé' pour tous les PDFs reçus aujourd'hui.,2025-09-19 11:22:18
JIRA-0145,Ma webcam n'est pas détectée par Teams. Impossible de participer aux réunions vidéo.,2025-09-21 11:22:18
JIRA-0063,Besoin d'obtenir les droits administrateur sur l'application de tarification pour valider les devis.,2025-09-22 11:22:18
JIRA-0133,L'option recto-verso n'apparaît plus dans les paramètres d'impression.,2025-09-22 11:22:18
JIRA-0084,Impossible d'accéder à l'intranet de l'entreprise. Page blanche lors du chargement.,2025-09-23 11:22:18
JIRA-0222,Mon PC met plus de 10 minutes à démarrer complètement. Performances dégradées.,2025-09-23 11:22:18
JIRA-0052,La souris Bluetooth se déconnecte régulièrement. Nécessite un redémarrage du PC.,2025-09-24 11:22:18
JIRA-0411,Le scanner du service courrier ne numérise plus les documents. Voyant rouge allumé.,2025-09-24 11:22:18
JIRA-0034,Excel se ferme automatiquement toutes les heures avec un message d'erreur. Perte de données non sauvegardées.,2025-09-26 11:22:18
JIRA-0134,"Plusieurs touches du clavier (E, R, T) ne fonctionnent plus correctement. Besoin d'un remplacement.",2025-09-26 11:22:18
JIRA-0291,Nouveau collaborateur arrivé ce matin. Besoin de créer son compte AD et ses accès aux applications métier.,2025-09-26 11:22:18
JIRA-0087,L'imprimante Canon du service sinistres affiche un message d'erreur et ne répond plus.,2025-09-28 11:22:18
JIRA-0371,Mon mot de passe Active Directory a expiré et je n'arrive pas à le réinitialiser via le portail self-service.,2025-09-28 11:22:18
JIRA-0049,Impossible de partager mon écran lors des réunions. Option grisée dans Teams.,2025-09-29 11:22:18
JIRA-0088,Impossible de recevoir mes emails professionnels sur mon iPhone. La synchronisation ne fonctionne plus depuis ce matin.,2025-09-29 11:22:18
JIRA-0363,"Plusieurs touches du clavier (E, R, T) ne fonctionnent plus correctement. Besoin d'un remplacement.",2025-09-29 11:22:18
JIRA-0103,L'application CRM se fige régulièrement et nécessite un redémarrage forcé.,2025-09-30 11:22:18
JIRA-0104,Message d'erreur 'Accès refusé' lors de la tentative de connexion à SINISTRA. Besoin d'un accès urgent.,2025-09-30 11:22:18
JIRA-0400,L'application de souscription est extrêmement lente depuis 2 jours. Les temps de chargement dépassent 30 secondes.,2025-09-30 11:22:18
JIRA-0067,"Plusieurs touches du clavier (E, R, T) ne fonctionnent plus correctement. Besoin d'un remplacement.",2025-10-01 11:22:18
JIRA-0211,Nouveau collaborateur arrivé ce matin. Besoin de créer son compte AD et ses accès aux applications métier.,2025-10-01 11:22:18
JIRA-0037,"Plusieurs touches du clavier (E, R, T) ne fonctionnent plus correctement. Besoin d'un remplacement.",2025-10-03 11:22:18
JIRA-0267,Message 'Vous n'avez pas les autorisations nécessaires' lors de l'accès au dossier \\COMPTA\Factures.,2025-10-03 11:22:18
JIRA-0478,Les accents et caractères spéciaux s'affichent mal dans certaines applications.,2025-10-03 11:22:18
JIRA-0146,Besoin d'une licence Microsoft Office pour le nouveau stagiaire du service comptabilité.,2025-10-04 11:22:18
JIRA-0153,Mon écran Dell présente des scintillements constants. Cela devient difficile de travailler.,2025-10-04 11:22:18
JIRA-0333,Besoin d'obtenir les droits administrateur sur l'application de tarification pour valider les devis.,2025-10-04 11:22:18
JIRA-0005,"Plusieurs touches du clavier (E, R, T) ne fonctionnent plus correctement. Besoin d'un remplacement.",2025-10-05 11:22:18
JIRA-0007,L'application mobile de gestion des sinistres se ferme automatiquement au démarrage.,2025-10-05 11:22:18
JIRA-0253,Nouveau collaborateur arrivé ce matin. Besoin de créer son compte AD et ses accès aux applications métier.,2025-10-05 11:22:18
JIRA-0359,Le lecteur Z: (serveur FILESERVER01) n'est plus accessible. Message 'Chemin réseau introuvable'.,2025-10-05 11:22:18
JIRA-0123,Le client VPN affiche une erreur 'Authentification échouée' alors que mes identifiants sont corrects.,2025-10-06 11:22:18
JIRA-0263,L'imprimante Canon du service sinistres affiche un message d'erreur et ne répond plus.,2025-10-06 11:22:18
JIRA-0320,Les accents et caractères spéciaux s'affichent mal dans certaines applications.,2025-10-06 11:22:18
JIRA-0341,Mon badge ne fonctionne plus pour accéder au bâtiment. Refusé à tous les lecteurs.,2025-10-06 11:22:18
JIRA-0031,Message 'Vous n'avez pas les autorisations nécessaires' lors de l'accès au dossier \\COMPTA\Factures.,2025-10-07 11:22:18
JIRA-0150,Mon écran Dell présente des scintillements constants. Cela devient difficile de travailler.,2025-10-07 11:22:18
JIRA-0393,Ma webcam n'est pas détectée par Teams. Impossible de participer aux réunions vidéo.,2025-10-07 11:22:18
JIRA-0466,Mon PC met plus de 10 minutes à démarrer complètement. Performances dégradées.,2025-10-07 11:22:18
JIRA-0470,Mon PC met plus de 10 minutes à démarrer complètement. Performances dégradées.,2025-10-07 11:22:18
JIRA-0130,Impossible d'envoyer des emails avec des pièces jointes supérieures à 5 Mo. Message d'erreur systématique.,2025-10-08 11:22:18
JIRA-0136,Le client VPN affiche une erreur 'Authentification échouée' alors que mes identifiants sont corrects.,2025-10-08 11:22:18
JIRA-0489,"Plusieurs touches du clavier (E, R, T) ne fonctionnent plus correctement. Besoin d'un remplacement.",2025-10-08 11:22:18
JIRA-0175,Le lecteur Z: (serveur FILESERVER01) n'est plus accessible. Message 'Chemin réseau introuvable'.,2025-10-10 11:22:18
JIRA-0252,Ma signature électronique a expiré. Besoin de renouveler le certificat.,2025-10-10 11:22:18
JIRA-0346,Besoin d'installer Adobe Acrobat Pro pour la signature électronique des contrats.,2025-10-10 11:22:18
JIRA-0403,Impossible d'envoyer des emails avec des pièces jointes supérieures à 5 Mo. Message d'erreur systématique.,2025-10-10 11:22:18
JIRA-0467,Le client VPN affiche une erreur 'Authentification échouée' alors que mes identifiants sont corrects.,2025-10-10 11:22:18
JIRA-0170,Excel se ferme automatiquement toutes les heures avec un message d'erreur. Perte de données non sauvegardées.,2025-10-11 11:22:18
JIRA-0192,L'application CRM se fige régulièrement et nécessite un redémarrage forcé.,2025-10-11 11:22:18
JIRA-0282,Impossible d'accéder à l'intranet de l'entreprise. Page blanche lors du chargement.,2025-10-12 11:22:18
JIRA-0356,Message d'erreur 'DLL manquante' au lancement de l'outil de calcul des primes.,2025-10-12 11:22:18
JIRA-0382,Besoin d'obtenir les droits administrateur sur l'application de tarification pour valider les devis.,2025-10-12 11:22:18
JIRA-0425,Adobe Reader affiche 'Le fichier est endommagé' pour tous les PDFs reçus aujourd'hui.,2025-10-12 11:22:18
JIRA-0060,Le disque dur USB de sauvegarde n'est plus détecté par Windows.,2025-10-13 11:22:18
JIRA-0089,Message d'erreur 'DLL manquante' au lancement de l'outil de calcul des primes.,2025-10-13 11:22:18
JIRA-0129,"Plusieurs touches du clavier (E, R, T) ne fonctionnent plus correctement. Besoin d'un remplacement.",2025-10-13 11:22:18
JIRA-0292,L'application mobile de gestion des sinistres se ferme automatiquement au démarrage.,2025-10-13 11:22:18
JIRA-0036,Changement de bureau. Besoin de transférer mon numéro de poste vers le bureau 3.12.,2025-10-14 11:22:18
JIRA-0041,L'application de souscription est extrêmement lente depuis 2 jours. Les temps de chargement dépassent 30 secondes.,2025-10-14 11:22:18
JIRA-0229,Message 'Vous n'avez pas les autorisations nécessaires' lors de l'accès au dossier \\COMPTA\Factures.,2025-10-14 11:22:18
JIRA-0290,Excel se ferme automatiquement toutes les heures avec un message d'erreur. Perte de données non sauvegardées.,2025-10-14 11:22:18
JIRA-0422,OneDrive indique 'Synchronisation en attente' depuis 48h. Les fichiers ne se synchronisent plus.,2025-10-14 11:22:18
JIRA-0092,Ma signature électronique a expiré. Besoin de renouveler le certificat.,2025-10-15 11:22:18
JIRA-0119,Le client VPN affiche une erreur 'Authentification échouée' alors que mes identifiants sont corrects.,2025-10-15 11:22:18
JIRA-0137,Mon poste téléphonique ne fonctionne plus. Pas de tonalité et impossible de passer/recevoir des appels.,2025-10-15 11:22:18
JIRA-0061,L'application CRM se fige régulièrement et nécessite un redémarrage forcé.,2025-10-17 11:22:18
JIRA-0455,Impossible de se connecter au WiFi d'entreprise. Le réseau est visible mais l'authentification échoue.,2025-10-17 11:22:18
JIRA-0056,Message d'erreur 'DLL manquante' au lancement de l'outil de calcul des primes.,2025-10-18 11:22:18
JIRA-0301,Nouveau collaborateur arrivé ce matin. Besoin de créer son compte AD et ses accès aux applications métier.,2025-10-18 11:22:18
JIRA-0418,Impossible d'accéder à l'intranet de l'entreprise. Page blanche lors du chargement.,2025-10-18 11:22:18
